term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
clodder,0,0,Africa,2016,0,0
fotui,0,0,Africa,2016,0,0
outjetted,0,0,Africa,2016,0,0
cerberean,0,0,Africa,2016,0,0
lithoclast,1,1,Africa,2016,2,0.5
subintelligitur,0,0,Africa,2016,0,0
perspectives,1,1,Africa,2016,5,0.2
impressionally,0,0,Africa,2016,1,0
behemoth,5,6,Africa,2016,29,0.206896552
nasat,1,2,Africa,2016,15,0.133333333
handpick,0,0,Africa,2016,0,0
perspectives,0,0,Africa,2017,5,0
leposternidae,5,7,Africa,2016,60,0.116666667
intermolecular,0,0,Africa,2016,0,0
dulcinist,1,1,Africa,2016,24,0.041666667
sabella,0,0,Africa,2016,0,0
gloggs,0,0,Africa,2016,0,0
perspectives,2,2,Africa,2018,5,0.4
stibnites,14,47,Africa,2016,155,0.303225806
disembed,0,0,Africa,2016,0,0
perspectives,2,2,Africa,2019,5,0.4
perspectives,0,0,Eurasia,2016,0,0
refueling,0,0,Africa,2016,0,0
liveborn,0,0,Africa,2016,0,0
swanwort,0,0,Africa,2016,0,0
pappies,0,0,Africa,2016,1,0
fang,0,0,Africa,2016,0,0
nolt,0,0,Africa,2016,0,0
blanker,0,0,Africa,2016,0,0
proposal,0,0,Africa,2016,0,0
stooped,2,2,Africa,2016,2,1
valiantness,3,4,Africa,2016,27,0.148148148
tonsuring,0,0,Africa,2016,3,0
slaughterous,0,0,Africa,2016,0,0
limace,0,0,Africa,2016,3,0
intricate,0,0,Africa,2016,3,0
pentode,5,5,Africa,2016,51,0.098039216
myalgia,0,0,Africa,2016,0,0
perspectives,0,0,Eurasia,2017,0,0
tutiorist,0,0,Africa,2016,0,0
matie,0,0,Africa,2016,0,0
prefabricates,0,0,Africa,2016,0,0
kors,0,0,Africa,2016,0,0
sacerdotalist,10,15,Africa,2016,107,0.140186916
rattletraps,2,5,Africa,2016,11,0.454545455
befingering,0,0,Africa,2016,0,0
defensiveness,0,0,Africa,2016,0,0
circumferentor,0,0,Africa,2016,0,0
bitthead,33,68,Africa,2016,233,0.291845494
cartographers,0,0,Africa,2016,0,0
reimaged,0,0,Africa,2016,0,0
perspectives,0,0,Eurasia,2018,0,0
unloosable,0,0,Africa,2016,0,0
assumpsit,0,0,Africa,2016,0,0
orchidaceae,0,0,Africa,2016,0,0
fashionableness,0,0,Africa,2016,0,0
counterhypothesis,0,0,Africa,2016,0,0
hockshin,0,0,Africa,2016,0,0
unchaptered,0,0,Africa,2016,0,0
causey,4,13,Africa,2016,30,0.433333333
fuddlement,0,0,Africa,2016,1,0
weeply,0,0,Africa,2016,1,0
wafer,0,0,Africa,2016,0,0
promulged,0,0,Africa,2016,0,0
tandemer,0,0,Africa,2016,0,0
outgain,0,0,Africa,2016,0,0
scrublike,0,0,Africa,2016,0,0
perspectives,0,0,Eurasia,2019,0,0
pentathlon,3,4,Africa,2016,14,0.285714286
tins,0,0,Africa,2016,0,0
fibropurulent,2,2,Africa,2016,4,0.5
sinklike,0,0,Africa,2016,0,0
untheologically,0,0,Africa,2016,0,0
mismoving,0,0,Africa,2016,1,0
mukden,0,0,Africa,2016,0,0
repairer,1,1,Africa,2016,14,0.071428571
misreckoned,0,0,Africa,2016,0,0
mahsir,9,31,Africa,2016,78,0.397435897
diaphanoscopy,1,1,Africa,2016,2,0.5
unsuppurative,0,0,Africa,2016,0,0
brainsick,0,0,Africa,2016,0,0
corvinas,0,0,Africa,2016,0,0
nonappearance,7,7,Africa,2016,27,0.259259259
hyetometric,1,1,Africa,2016,2,0.5
hepatotoxic,0,0,Africa,2016,0,0
diffranchise,0,0,Africa,2016,0,0
baldacchino,0,0,Africa,2016,0,0
solidi,0,0,Africa,2016,0,0
connectivity,0,0,Africa,2016,0,0
yogee,0,0,Africa,2016,0,0
dynasty,0,0,Africa,2016,0,0
hamada,0,0,Africa,2016,0,0
cognisant,0,0,Africa,2016,0,0
disadvantageous,0,0,Africa,2016,0,0
myotonus,0,0,Africa,2016,0,0
consol,0,0,Latin_America_and_the_Caribbean,2016,0,0
sporabola,0,0,Africa,2016,1,0
guerillas,0,0,Africa,2016,0,0
solenial,0,0,Africa,2016,13,0
beslings,0,0,Africa,2016,1,0
protaspis,128,529,Africa,2016,2211,0.239258254
newt,0,0,Africa,2016,1,0
aniba,5,8,Africa,2016,32,0.25
thiofurfurane,0,0,Africa,2016,0,0
consol,0,0,Latin_America_and_the_Caribbean,2017,0,0
consol,0,0,Latin_America_and_the_Caribbean,2018,0,0
consol,0,0,Latin_America_and_the_Caribbean,2019,0,0
strutting,0,0,Africa,2016,0,0
palestras,0,0,Africa,2016,0,0
lasiocampidae,0,0,Africa,2016,0,0
outpursued,0,0,Africa,2016,0,0
leptoprosopy,0,0,Africa,2016,0,0
spongeous,0,0,Africa,2016,0,0
trusteing,0,0,Africa,2016,0,0
welled,0,0,Africa,2016,0,0
rials,0,0,Africa,2016,0,0
coercionist,24,39,Africa,2016,315,0.123809524
flabbergasted,0,0,Africa,2016,0,0
dorsum,0,0,Africa,2016,5,0
consol,0,0,Global,2016,0,0
unintensive,0,0,Africa,2016,0,0
haloesque,0,0,Africa,2016,0,0
endometry,0,0,Africa,2016,0,0
chromoplast,0,0,Africa,2016,0,0
consol,0,0,Global,2017,0,0
homeless,0,0,Africa,2016,0,0
chilicote,0,0,Africa,2016,0,0
ectypal,0,0,Africa,2016,0,0
ungoodliness,0,0,Africa,2016,0,0
listings,0,0,Africa,2016,3,0
syndactylic,0,0,Africa,2016,0,0
kistful,0,0,Africa,2016,0,0
subarticulate,2,4,Africa,2016,24,0.166666667
overcultured,1,1,Africa,2016,1,1
consol,0,0,Global,2018,0,0
immies,0,0,Africa,2016,0,0
consol,0,0,Global,2019,0,0
oversmooth,0,0,Africa,2016,0,0
thraso,0,0,Africa,2016,0,0
goodeniaceae,156,442,Africa,2016,2012,0.219681909
stealthful,3,3,Africa,2016,15,0.2
parentless,0,0,Africa,2016,0,0
swainishness,0,0,Africa,2016,0,0
pronators,0,0,Africa,2016,0,0
consol,0,0,Asia_Pacific,2016,0,0
carvoepra,0,0,Africa,2016,0,0
biodegrade,0,0,Africa,2016,0,0
baris,0,0,Africa,2016,0,0
uncertifiable,0,0,Africa,2016,0,0
teiglech,0,0,Africa,2016,7,0
consol,0,0,Asia_Pacific,2017,0,0
microcode,12,16,Africa,2016,63,0.253968254
richardia,0,0,Africa,2016,0,0
melior,0,0,Africa,2016,2,0
unneurotically,0,0,Africa,2016,0,0
abranchialism,0,0,Africa,2016,0,0
jamlike,0,0,Africa,2016,1,0
expressionist,0,0,Africa,2016,0,0
nightcaps,0,0,Africa,2016,0,0
generalness,0,0,Africa,2016,0,0
cerise,0,0,Africa,2016,0,0
consol,0,0,Asia_Pacific,2018,0,0
valuation,0,0,Africa,2016,0,0
photopolymerization,0,0,Africa,2016,0,0
subextensibility,1,1,Africa,2016,1,1
monocoque,2,5,Africa,2016,14,0.357142857
pearlitic,9,20,Africa,2016,57,0.350877193
euchite,0,0,Africa,2016,2,0
parsonry,0,0,Africa,2016,0,0
semi,0,0,Africa,2016,0,0
neighbourship,4,5,Africa,2016,11,0.454545455
southing,0,0,Africa,2016,0,0
arabinic,1,13,Africa,2016,30,0.433333333
wickedly,0,0,Africa,2016,1,0
tirocinium,44,143,Africa,2016,784,0.182397959
infortitude,0,0,Africa,2016,3,0
consol,0,0,Asia_Pacific,2019,0,0
consol,0,0,Middle_East_and_North_Africa,2016,0,0
wholesaled,0,0,Africa,2016,0,0
proritual,0,0,Africa,2016,0,0
proanaphoral,1,1,Africa,2016,7,0.142857143
bracketing,0,0,Africa,2016,0,0
slideproof,0,0,Africa,2016,2,0
countervengeance,0,0,Africa,2016,3,0
supervolition,19,58,Africa,2016,260,0.223076923
unarmed,0,0,Africa,2016,0,0
desmogen,0,0,Africa,2016,0,0
dramatised,7,7,Africa,2016,52,0.134615385
phillis,0,0,Africa,2016,0,0
foldedly,3,26,Africa,2016,36,0.722222222
bewhisper,1,1,Africa,2016,76,0.013157895
nontautologically,0,0,Africa,2016,0,0
pries,0,0,Africa,2016,0,0
bagani,0,0,Africa,2016,0,0
consol,0,0,Middle_East_and_North_Africa,2017,0,0
philterer,99,150,Africa,2016,611,0.245499182
fuchsines,0,0,Africa,2016,0,0
consol,0,0,Middle_East_and_North_Africa,2018,0,0
poustie,0,0,Africa,2016,0,0
consol,0,0,Middle_East_and_North_Africa,2019,0,0
systematism,0,0,Africa,2016,0,0
pianka,0,0,Africa,2016,0,0
sothiacal,0,0,Africa,2016,1,0
thingumajig,0,0,Africa,2016,2,0
quadrangularness,0,0,Africa,2016,0,0
portugal,1,1,Africa,2016,2,0.5
dikeria,0,0,Africa,2016,0,0
saturant,0,0,Africa,2016,0,0
sulphatize,0,0,Africa,2016,0,0
demo,1,7,Africa,2016,13,0.538461538
oilinesses,0,0,Africa,2016,3,0
gelandejump,0,0,Africa,2016,0,0
overfruitful,0,0,Africa,2016,0,0
rawbones,0,0,Africa,2016,0,0
warabi,1,1,Africa,2016,2,0.5
autarkically,0,0,Africa,2016,1,0
revolutioneering,0,0,Africa,2016,0,0
consol,0,0,US_Canada,2016,2,0
eyepopper,0,0,Africa,2016,0,0
fished,0,0,Africa,2016,0,0
sprees,0,0,Africa,2016,2,0
ungrateful,0,0,Africa,2016,0,0
unwedded,0,0,Africa,2016,0,0
consol,0,0,US_Canada,2017,2,0
patricianship,14,38,Africa,2016,462,0.082251082
cmdr,0,0,Africa,2016,0,0
ailuroid,0,0,Africa,2016,0,0
dissait,0,0,Africa,2016,2,0
girny,0,0,Africa,2016,0,0
consol,0,0,US_Canada,2018,2,0
phenotypical,0,0,Africa,2016,0,0
souple,0,0,Africa,2016,0,0
psychogenetical,0,0,Africa,2016,2,0
snaker,0,0,Africa,2016,0,0
anesthesiologies,0,0,Africa,2016,0,0
damar,1,1,Africa,2016,3,0.333333333
ajog,0,0,Africa,2016,0,0
theistically,0,0,Africa,2016,0,0
pampangan,0,0,Africa,2016,0,0
consol,2,2,US_Canada,2019,2,1
noncellulous,0,0,Africa,2016,0,0
occupancy,0,0,Africa,2016,0,0
consol,0,0,Europe,2016,3,0
unodoriferously,36,55,Africa,2016,241,0.228215768
temblors,0,0,Africa,2016,0,0
connubiality,0,0,Africa,2016,0,0
impester,0,0,Africa,2016,0,0
gunther,0,0,Africa,2016,0,0
pedagogics,0,0,Africa,2016,0,0
requiz,1,1,Africa,2016,2,0.5
puquinan,0,0,Africa,2016,0,0
afterfame,0,0,Africa,2016,0,0
jettied,0,0,Africa,2016,0,0
consol,0,0,Europe,2017,3,0
consol,2,2,Europe,2018,3,0.666666667
flammation,0,0,Africa,2016,0,0
mesenterical,1,1,Africa,2016,2,0.5
bangboard,0,0,Africa,2016,0,0
hydropericardium,1,1,Africa,2016,11,0.090909091
morpheme,0,0,Africa,2016,5,0
pistoiese,0,0,Africa,2016,0,0
describes,0,0,Africa,2016,0,0
imaginariness,0,0,Africa,2016,0,0
muang,0,0,Africa,2016,0,0
barleduc,13,54,Africa,2016,112,0.482142857
uprein,0,0,Africa,2016,0,0
consol,1,1,Europe,2019,3,0.333333333
equivalved,3,3,Africa,2016,5,0.6
sirian,0,0,Africa,2016,1,0
chops,0,0,Africa,2016,0,0
septentrionality,0,0,Africa,2016,0,0
brimmered,1,1,Africa,2016,1,1
inlagary,0,0,Africa,2016,0,0
mottling,0,0,Africa,2016,0,0
saify,2,2,Africa,2016,8,0.25
formican,0,0,Africa,2016,5,0
consol,0,0,Africa,2016,0,0
dedicational,1,1,Africa,2016,3,0.333333333
miscues,0,0,Africa,2016,0,0
blennophlogisma,0,0,Africa,2016,1,0
consol,0,0,Africa,2017,0,0
consol,0,0,Africa,2018,0,0
spines,107,156,Africa,2016,863,0.180764774
consol,0,0,Africa,2019,0,0
emittance,1,2,Africa,2016,5,0.4
were,0,0,Africa,2016,0,0
consol,0,0,Eurasia,2016,0,0
loaiasis,0,0,Africa,2016,6,0
clunch,0,0,Africa,2016,0,0
gangliac,0,0,Africa,2016,0,0
tumors,0,0,Africa,2016,7,0
multifurcate,0,0,Africa,2016,0,0
mycetological,0,0,Africa,2016,0,0
consol,0,0,Eurasia,2017,0,0
ayield,0,0,Africa,2016,0,0
sothiacal,0,0,Africa,2016,1,0
parilicium,26,42,Africa,2016,157,0.267515924
troak,0,0,Africa,2016,0,0
nightlessness,1,1,Africa,2016,3,0.333333333
hesitaters,1,1,Africa,2016,1,1
respirators,0,0,Africa,2016,0,0
kampseen,0,0,Africa,2016,0,0
consol,0,0,Eurasia,2018,0,0
equilater,0,0,Africa,2016,0,0
tickings,10,56,Africa,2016,88,0.636363636
antihemophilic,0,0,Africa,2016,0,0
unretaliating,0,0,Africa,2016,0,0
typhlomegaly,0,0,Africa,2016,0,0
gummier,0,0,Africa,2016,0,0
perturbingly,0,0,Africa,2016,0,0
intercrystallization,0,0,Africa,2016,1,0
pluviography,0,0,Africa,2016,0,0
abasgi,0,0,Africa,2016,1,0
tittering,0,0,Africa,2016,0,0
consol,0,0,Eurasia,2019,0,0
swoop,0,0,Latin_America_and_the_Caribbean,2016,0,0
virgilia,0,0,Africa,2016,0,0
heliopticon,1,1,Africa,2016,2,0.5
solutive,0,0,Africa,2016,0,0
tobogganer,0,0,Africa,2016,0,0
yachtmanship,0,0,Africa,2016,0,0
ureides,0,0,Africa,2016,0,0
swoop,0,0,Latin_America_and_the_Caribbean,2017,0,0
surrealism,0,0,Africa,2016,0,0
disrelish,3,3,Africa,2016,9,0.333333333
standerwort,0,0,Africa,2016,0,0
donsie,0,0,Africa,2016,0,0
swoop,0,0,Latin_America_and_the_Caribbean,2018,0,0
joggers,0,0,Africa,2016,0,0
damn,0,0,Africa,2016,6,0
planksheer,0,0,Africa,2016,0,0
techier,1,1,Africa,2016,1,1
centesimate,0,0,Africa,2016,0,0
nomineeism,0,0,Africa,2016,0,0
paleomagnetic,0,0,Africa,2016,0,0
swoop,0,0,Latin_America_and_the_Caribbean,2019,0,0
quitclaims,0,0,Africa,2016,0,0
subarid,0,0,Africa,2016,0,0
sluff,0,0,Africa,2016,0,0
gastrocatarrhal,1,1,Africa,2016,1,1
downface,0,0,Africa,2016,0,0
excommunicating,0,0,Africa,2016,0,0
turkophilia,0,0,Africa,2016,0,0
auxiliary,0,0,Africa,2016,0,0
bowdlerise,0,0,Africa,2016,0,0
bookshelves,0,0,Africa,2016,0,0
mazateco,0,0,Africa,2016,0,0
skills,0,0,Africa,2016,0,0
tenders,0,0,Africa,2016,0,0
manyways,0,0,Africa,2016,1,0
swoop,0,0,Global,2016,0,0
procoelia,0,0,Africa,2016,0,0
trekboer,4,4,Africa,2016,21,0.19047619
wonderfulness,0,0,Africa,2016,1,0
cowed,1,1,Africa,2016,2,0.5
gravat,0,0,Africa,2016,8,0
manicure,1,5,Africa,2016,10,0.5
swoop,0,0,Global,2017,0,0
shellhead,1,1,Africa,2016,3,0.333333333
fancied,0,0,Africa,2016,0,0
haulier,7,17,Africa,2016,197,0.086294416
mammin,0,0,Africa,2016,0,0
swoop,0,0,Global,2018,0,0
undrossiness,0,0,Africa,2016,0,0
misoneist,0,0,Africa,2016,0,0
malnutrition,0,0,Africa,2016,0,0
zemstvo,0,0,Africa,2016,0,0
underproduction,0,0,Africa,2016,0,0
selbergite,0,0,Africa,2016,0,0
upstares,0,0,Africa,2016,0,0
chrysanthemin,0,0,Africa,2016,0,0
swoop,0,0,Global,2019,0,0
swoop,0,0,Asia_Pacific,2016,0,0
kerseynette,0,0,Africa,2016,0,0
swoop,0,0,Asia_Pacific,2017,0,0
friability,0,0,Africa,2016,0,0
undelightsome,4,4,Africa,2016,21,0.19047619
homebody,0,0,Africa,2016,0,0
underlined,0,0,Africa,2016,0,0
muschelkalk,0,0,Africa,2016,0,0
magnetotherapy,0,0,Africa,2016,0,0
kegler,109,174,Africa,2016,718,0.242339833
tringoid,0,0,Africa,2016,0,0
hexaemeron,0,0,Africa,2016,0,0
aberrator,3,5,Africa,2016,23,0.217391304
adipoceriform,0,0,Africa,2016,0,0
swoop,0,0,Asia_Pacific,2018,0,0
thalami,0,0,Africa,2016,0,0
polarography,0,0,Africa,2016,0,0
saponacity,0,0,Africa,2016,0,0
unseductive,0,0,Africa,2016,0,0
corticoid,0,0,Africa,2016,0,0
rhizocarpeae,0,0,Africa,2016,0,0
hennaed,0,0,Africa,2016,2,0
swoop,0,0,Asia_Pacific,2019,0,0
swoop,0,0,Middle_East_and_North_Africa,2016,0,0
curiolofic,56,106,Africa,2016,460,0.230434783
deepgoing,0,0,Africa,2016,1,0
euphrosyne,1,2,Africa,2016,2,1
citrated,0,0,Africa,2016,2,0
inseparately,6,8,Africa,2016,14,0.571428571
uprights,0,0,Africa,2016,0,0
bornite,0,0,Africa,2016,0,0
muscicapine,0,0,Africa,2016,0,0
preclusion,0,0,Africa,2016,0,0
myxoedema,0,0,Africa,2016,0,0
trifurcation,0,0,Africa,2016,0,0
swoop,0,0,Middle_East_and_North_Africa,2017,0,0
misstepping,1,1,Africa,2016,3,0.333333333
salabilities,0,0,Africa,2016,0,0
overdecoration,0,0,Africa,2016,0,0
unboat,1,1,Africa,2016,6,0.166666667
opsonized,0,0,Africa,2016,0,0
swanner,0,0,Africa,2016,0,0
melioration,0,0,Africa,2016,0,0
swoop,0,0,Middle_East_and_North_Africa,2018,0,0
sidebones,0,0,Africa,2016,0,0
peterwort,1,1,Africa,2016,4,0.25
dandruffy,0,0,Africa,2016,0,0
voices,0,0,Africa,2016,0,0
lashings,0,0,Africa,2016,0,0
countersconce,0,0,Africa,2016,0,0
rhatany,2,3,Africa,2016,10,0.3
haploses,0,0,Africa,2016,0,0
insomnolency,0,0,Africa,2016,1,0
pishpash,0,0,Africa,2016,0,0
hydroximic,0,0,Africa,2016,0,0
undeservingness,0,0,Africa,2016,0,0
swoop,0,0,Middle_East_and_North_Africa,2019,0,0
underripe,0,0,Africa,2016,4,0
unpleasurable,1,2,Africa,2016,2,1
sonrai,0,0,Africa,2016,0,0
osc,0,0,Africa,2016,0,0
misdevise,0,0,Africa,2016,0,0
padroado,0,0,Africa,2016,0,0
centrifugalizing,0,0,Africa,2016,3,0
undenominationalist,2,2,Africa,2016,9,0.222222222
stillatitious,0,0,Africa,2016,0,0
paltriest,0,0,Africa,2016,0,0
choriocarcinomata,0,0,Africa,2016,0,0
swoop,0,0,US_Canada,2016,0,0
maieutic,0,0,Africa,2016,8,0
swoop,0,0,US_Canada,2017,0,0
acanthophis,0,0,Africa,2016,0,0
retroplexed,0,0,Africa,2016,2,0
accommodationist,0,0,Africa,2016,0,0
swoop,0,0,US_Canada,2018,0,0
rekindlement,0,0,Africa,2016,0,0
swoop,0,0,US_Canada,2019,0,0
forebooms,0,0,Africa,2016,0,0
swoop,0,0,Europe,2016,0,0
apothecaries,0,0,Africa,2016,2,0
unakin,0,0,Africa,2016,1,0
refinements,0,0,Africa,2016,8,0
monotheist,1,1,Africa,2016,2,0.5
indestructibility,0,0,Africa,2016,0,0
nonunique,0,0,Africa,2016,0,0
revestry,0,0,Africa,2016,0,0
cyprians,0,0,Africa,2016,0,0
evacuate,0,0,Africa,2016,0,0
meandering,0,0,Africa,2016,0,0
misdevise,10,11,Africa,2016,28,0.392857143
removedly,37,101,Africa,2016,323,0.312693498
unabsentmindedness,0,0,Africa,2016,0,0
disbowelled,0,0,Africa,2016,0,0
unroved,0,0,Africa,2016,0,0
swoop,0,0,Europe,2017,0,0
nonpneumatically,1,1,Africa,2016,2,0.5
proems,72,184,Africa,2016,560,0.328571429
mutagenesis,1,1,Africa,2016,4,0.25
subantarctic,0,0,Africa,2016,0,0
oxybenzene,0,0,Africa,2016,0,0
smouldered,0,0,Africa,2016,0,0
sheepbine,0,0,Africa,2016,0,0
misguides,0,0,Africa,2016,0,0
merchanted,11,16,Africa,2016,51,0.31372549
inhomogeneously,0,0,Africa,2016,0,0
prediscouraging,0,0,Africa,2016,1,0
chums,0,0,Africa,2016,5,0
heterophilic,0,0,Africa,2016,0,0
mulligrubs,2,2,Africa,2016,5,0.4
unhopedness,0,0,Africa,2016,0,0
portiered,0,0,Africa,2016,0,0
amende,0,0,Africa,2016,0,0
swoop,0,0,Europe,2018,0,0
bonete,0,0,Africa,2016,0,0
semihuman,0,0,Africa,2016,0,0
chondroangioma,0,0,Africa,2016,0,0
phonemic,1,2,Africa,2016,2,1
unindicated,0,0,Africa,2016,0,0
lawyership,0,0,Africa,2016,0,0
swoop,0,0,Europe,2019,0,0
empower,0,0,Africa,2016,0,0
copenhagen,0,0,Africa,2016,0,0
waterskiing,22,25,Africa,2016,113,0.221238938
crescence,0,0,Africa,2016,0,0
rinning,0,0,Africa,2016,0,0
actinomycin,0,0,Africa,2016,0,0
tokay,0,0,Africa,2016,0,0
insufflate,0,0,Africa,2016,0,0
pomologies,0,0,Africa,2016,0,0
stowse,0,0,Africa,2016,0,0
decompositions,0,0,Africa,2016,0,0
reweigher,0,0,Africa,2016,0,0
swoop,0,0,Africa,2016,0,0
notice,0,0,Africa,2016,0,0
geocentrically,0,0,Africa,2016,0,0
leprous,0,0,Africa,2016,0,0
madagass,157,592,Africa,2016,2365,0.250317125
swoop,0,0,Africa,2017,0,0
swoop,0,0,Africa,2018,0,0
testule,0,0,Africa,2016,0,0
periesophageal,0,0,Africa,2016,1,0
vinaigre,0,0,Africa,2016,2,0
misthrown,4,19,Africa,2016,62,0.306451613
uphill,0,0,Africa,2016,0,0
protosyntonose,0,0,Africa,2016,2,0
swoop,0,0,Africa,2019,0,0
spongeful,0,0,Africa,2016,0,0
pachymenia,1,2,Africa,2016,3,0.666666667
redeclining,3,9,Africa,2016,31,0.290322581
swoop,0,0,Eurasia,2016,0,0
nitrosification,0,0,Africa,2016,0,0
swoop,0,0,Eurasia,2017,0,0
underthief,0,0,Africa,2016,0,0
swoop,0,0,Eurasia,2018,0,0
waxman,0,0,Africa,2016,1,0
trothed,0,0,Africa,2016,1,0
apteria,0,0,Africa,2016,0,0
unfoolish,0,0,Africa,2016,0,0
swoop,0,0,Eurasia,2019,0,0
toppling,2,2,Latin_America_and_the_Caribbean,2016,5,0.4
digitinervate,13,15,Africa,2016,45,0.333333333
craniotome,0,0,Africa,2016,0,0
valvulitis,0,0,Africa,2016,0,0
accouchements,37,53,Africa,2016,231,0.229437229
strangulating,178,567,Africa,2016,2014,0.281529295
unaddictedness,0,0,Africa,2016,3,0
companionizing,0,0,Africa,2016,0,0
cystoschisis,1,1,Africa,2016,1,1
toppling,0,0,Latin_America_and_the_Caribbean,2017,5,0
panionic,0,0,Africa,2016,1,0
toppling,0,0,Latin_America_and_the_Caribbean,2018,5,0
locusca,0,0,Africa,2016,0,0
unlawyered,27,52,Africa,2016,223,0.233183857
subet,0,0,Africa,2016,0,0
desmotropy,0,0,Africa,2016,0,0
endomesoderm,0,0,Africa,2016,0,0
ulcerative,0,0,Africa,2016,0,0
unco,0,0,Africa,2016,0,0
adit,8,8,Africa,2016,24,0.333333333
rockeries,0,0,Africa,2016,3,0
prevents,0,0,Africa,2016,0,0
consummatively,2,2,Africa,2016,10,0.2
pharsalian,5,5,Africa,2016,8,0.625
toppling,2,3,Latin_America_and_the_Caribbean,2019,5,0.6
toppling,3,3,Global,2016,8,0.375
toppling,3,3,Global,2017,8,0.375
imploded,0,0,Africa,2016,0,0
saxifrax,0,0,Africa,2016,0,0
comethers,0,0,Africa,2016,0,0
disbandment,0,0,Africa,2016,0,0
guacharo,0,0,Africa,2016,0,0
mirroring,1,1,Africa,2016,11,0.090909091
subsetting,0,0,Africa,2016,0,0
sexualize,0,0,Africa,2016,0,0
cloamen,1,1,Africa,2016,3,0.333333333
comprachico,0,0,Africa,2016,4,0
dicynodontidae,0,0,Africa,2016,0,0
luxuriate,3,16,Africa,2016,39,0.41025641
toppling,2,2,Global,2018,8,0.25
uterectomy,0,0,Africa,2016,0,0
toppling,0,0,Global,2019,8,0
cephalostyle,0,0,Africa,2016,0,0
unbumped,0,0,Africa,2016,0,0
heartbreaker,0,0,Africa,2016,0,0
noodleism,0,0,Africa,2016,0,0
rekindlement,70,189,Africa,2016,876,0.215753425
cannibalistically,0,0,Africa,2016,0,0
toppling,1,1,Asia_Pacific,2016,3,0.333333333
toppling,0,0,Asia_Pacific,2017,3,0
emusive,0,0,Africa,2016,0,0
retribute,0,0,Africa,2016,0,0
toppling,0,0,Asia_Pacific,2018,3,0
toppling,2,2,Asia_Pacific,2019,3,0.666666667
caponette,0,0,Africa,2016,0,0
preprovoked,0,0,Africa,2016,1,0
toppling,0,0,Middle_East_and_North_Africa,2016,0,0
canephoros,0,0,Africa,2016,2,0
pointmaker,1,1,Africa,2016,2,0.5
lievaart,0,0,Africa,2016,0,0
tetrevangelium,0,0,Africa,2016,0,0
uninebriate,0,0,Africa,2016,0,0
xanthopia,0,0,Africa,2016,0,0
basibracteolate,3,15,Africa,2016,44,0.340909091
philterproof,0,0,Africa,2016,0,0
choanophorous,8,12,Africa,2016,57,0.210526316
toppling,0,0,Middle_East_and_North_Africa,2017,0,0
ultranatural,0,0,Africa,2016,0,0
markab,5,12,Africa,2016,44,0.272727273
refractivity,0,0,Africa,2016,0,0
toppling,0,0,Middle_East_and_North_Africa,2018,0,0
toppling,0,0,Middle_East_and_North_Africa,2019,0,0
kelebe,0,0,Africa,2016,0,0
forfalt,0,0,Africa,2016,3,0
radiostereoscopy,0,0,Africa,2016,0,0
siderean,0,0,Africa,2016,0,0
scaldic,0,0,Africa,2016,0,0
toppling,1,1,US_Canada,2016,5,0.2
dysodontiasis,0,0,Africa,2016,1,0
youdendrift,0,0,Africa,2016,0,0
deturb,0,0,Africa,2016,0,0
cynosurus,2,2,Africa,2016,17,0.117647059
toppling,1,1,US_Canada,2017,5,0.2
forgivenesses,0,0,Africa,2016,0,0
tassoo,0,0,Africa,2016,0,0
gawkies,0,0,Africa,2016,0,0
toppling,2,2,US_Canada,2018,5,0.4
reciprocals,0,0,Africa,2016,0,0
anticipator,0,0,Africa,2016,0,0
toppling,1,1,US_Canada,2019,5,0.2
shmaltziest,0,0,Africa,2016,0,0
equipede,0,0,Africa,2016,0,0
ribaudequin,0,0,Africa,2016,5,0
sporangia,0,0,Africa,2016,0,0
squashberry,1,1,Africa,2016,5,0.2
collencyte,2,2,Africa,2016,31,0.064516129
stickup,9,9,Africa,2016,20,0.45
toppling,1,1,Europe,2016,1,1
lusian,0,0,Africa,2016,0,0
toppling,0,0,Europe,2017,1,0
toppling,0,0,Europe,2018,1,0
sciolistic,210,993,Africa,2016,3565,0.278541374
hemautographic,0,0,Africa,2016,0,0
weltered,0,0,Africa,2016,0,0
toddymen,1,1,Africa,2016,4,0.25
toppling,0,0,Europe,2019,1,0
toppling,2,2,Africa,2016,9,0.222222222
toppling,1,2,Africa,2017,9,0.222222222
turbomotor,0,0,Africa,2016,0,0
endopterygota,14,26,Africa,2016,115,0.226086957
toppling,0,0,Africa,2018,9,0
physicotheological,0,0,Africa,2016,0,0
gulfwards,0,0,Africa,2016,0,0
zigamorph,0,0,Africa,2016,0,0
squeezes,0,0,Africa,2016,0,0
sensibilisin,0,0,Africa,2016,0,0
valentiam,0,0,Africa,2016,0,0
samuel,0,0,Africa,2016,0,0
hydrogenous,15,15,Africa,2016,59,0.254237288
catercousin,77,173,Africa,2016,641,0.269890796
substantiating,0,0,Africa,2016,0,0
toppling,3,5,Africa,2019,9,0.555555556
decagramme,0,0,Africa,2016,0,0
techniphone,0,0,Africa,2016,0,0
elean,0,0,Africa,2016,0,0
coassert,0,0,Africa,2016,0,0
foreteach,0,0,Africa,2016,6,0
mislabored,0,0,Africa,2016,0,0
logarithmal,0,0,Africa,2016,0,0
kavi,0,0,Africa,2016,0,0
